claim_id,estimate_id,estimate_date,estimate_source,third_party_id,estimate_type,estimate_amount,building_amount,contents_amount,other_structures_amount,loss_of_use_amount,estimate_status,estimate_description
CLM00073,EST0000197,2024-01-14,Carrier,,Initial,18100,15072,717,16,2295,Final,Initial carrier estimate following inspection and scope review.
CLM00073,EST0000198,2024-01-11,Roofer,TP00029,Roofer Estimate,19800,15661,1809,764,1566,Under Review,Estimate submitted by involved roofer.
CLM00073,EST0000199,2024-01-21,Public Adjuster,TP00065,Public Adjuster Estimate,25200,19606,2826,58,2710,Partially Accepted,Estimate package submitted by public adjuster.
CLM00074,EST0000200,2024-07-21,Carrier,,Initial,17500,13163,776,323,3238,Superseded,Initial carrier estimate following inspection and scope review.
CLM00074,EST0000201,2024-08-05,Roofer,TP00034,Roofer Estimate,20300,15479,1922,1414,1485,Partially Accepted,Estimate submitted by involved roofer.
CLM00075,EST0000202,2024-06-23,Carrier,,Initial,78800,60307,6625,433,11435,Final,Initial carrier estimate following inspection and scope review.
CLM00075,EST0000203,2024-07-14,Roofer,TP00034,Roofer Estimate,105700,80530,11114,6929,7127,Under Review,Estimate submitted by involved roofer.
CLM00076,EST0000204,2025-03-20,Carrier,,Initial,37500,32490,3289,2444,0,Final,Initial carrier estimate following inspection and scope review.
CLM00076,EST0000205,2025-03-17,Roofer,TP00027,Roofer Estimate,40500,30499,2438,4,7559,Under Review,Estimate submitted by involved roofer.
CLM00076,EST0000206,2025-04-06,Public Adjuster,TP00066,Public Adjuster Estimate,67700,58375,2063,3679,3583,Accepted,Estimate package submitted by public adjuster.
CLM00077,EST0000207,2023-10-09,Carrier,,Initial,22900,17163,914,1591,3232,Final,Initial carrier estimate following inspection and scope review.
CLM00077,EST0000208,2023-10-13,Plumber,TP00045,Plumber Estimate,23900,18378,1389,1331,2802,Under Review,Estimate submitted by involved plumber.
CLM00077,EST0000209,2023-10-30,Public Adjuster,TP00071,Public Adjuster Estimate,39400,33753,3095,2776,0,Under Review,Estimate package submitted by public adjuster.
CLM00078,EST0000210,2023-06-15,Carrier,,Initial,57800,42012,6375,2259,7154,Superseded,Initial carrier estimate following inspection and scope review.
CLM00078,EST0000211,2023-06-10,Electrician,TP00089,Electrician Estimate,80400,67542,3382,4309,5167,Partially Accepted,Estimate submitted by involved electrician.
CLM00079,EST0000212,2024-09-24,Carrier,,Initial,42100,31572,3883,1185,5460,Superseded,Initial carrier estimate following inspection and scope review.
CLM00079,EST0000213,2024-09-29,Roofer,TP00027,Roofer Estimate,63100,56500,3739,4739,0,Partially Accepted,Estimate submitted by involved roofer.
CLM00079,EST0000214,2024-10-15,General Contractor,,Supplement,72500,57672,6486,1710,6632,Under Review,Supplemental estimate received with additional repair line items.
CLM00079,EST0000215,2024-11-04,General Contractor,TP00027,Supplement,85800,73644,7242,5787,0,Under Review,Revised estimate created following scope reconciliation.
CLM00079,EST0000216,2024-10-22,General Contractor,,Supplement,96200,72075,9724,1622,12779,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00080,EST0000217,2024-04-07,Carrier,,Initial,46400,36270,5096,1300,3734,Superseded,Initial carrier estimate following inspection and scope review.
CLM00080,EST0000218,2024-04-14,Roofer,TP00037,Roofer Estimate,48100,34743,1038,1893,10426,Partially Accepted,Estimate submitted by involved roofer.
CLM00081,EST0000219,2022-11-27,Carrier,,Initial,15000,11987,306,430,2277,Superseded,Initial carrier estimate following inspection and scope review.
CLM00081,EST0000220,2022-12-10,General Contractor,TP00051,General Contractor Estimate,22700,19656,2183,529,332,Partially Accepted,Estimate submitted by involved general contractor.
CLM00081,EST0000221,2023-02-01,General Contractor,TP00051,Revised,25300,22009,2877,1496,0,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00082,EST0000222,2024-05-01,Carrier,,Initial,26700,23152,586,1937,1025,Superseded,Initial carrier estimate following inspection and scope review.
CLM00082,EST0000223,2024-05-12,Roofer,TP00037,Roofer Estimate,33400,26016,1387,2580,3417,Partially Accepted,Estimate submitted by involved roofer.
CLM00082,EST0000224,2024-05-09,Public Adjuster,TP00070,Public Adjuster Estimate,39800,29289,3947,3100,3464,Under Review,Estimate package submitted by public adjuster.
CLM00082,EST0000225,2024-06-14,Carrier,,Supplement,42200,32870,5012,1974,2344,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00083,EST0000226,2024-10-14,Carrier,,Initial,11800,8626,1191,310,1673,Superseded,Initial carrier estimate following inspection and scope review.
CLM00083,EST0000227,2024-10-26,Roofer,TP00032,Roofer Estimate,13700,10350,1009,1004,1337,Partially Accepted,Estimate submitted by involved roofer.
CLM00083,EST0000228,2024-10-20,Public Adjuster,TP00071,Public Adjuster Estimate,20100,16963,1749,635,753,Under Review,Estimate package submitted by public adjuster.
CLM00083,EST0000229,2024-11-13,Carrier,TP00032,Revised,20600,16477,560,1061,2502,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00084,EST0000230,2022-12-19,Carrier,,Initial,32200,24819,1518,635,5228,Superseded,Initial carrier estimate following inspection and scope review.
CLM00084,EST0000231,2022-12-12,Plumber,TP00043,Plumber Estimate,42300,37026,4509,2714,0,Partially Accepted,Estimate submitted by involved plumber.
CLM00085,EST0000232,2025-01-21,Carrier,,Initial,14200,11037,1282,374,1507,Superseded,Initial carrier estimate following inspection and scope review.
CLM00085,EST0000233,2025-02-02,Roofer,TP00036,Roofer Estimate,19400,14140,881,585,3794,Partially Accepted,Estimate submitted by involved roofer.
CLM00086,EST0000234,2025-06-28,Carrier,,Initial,8000,6012,436,196,1356,Final,Initial carrier estimate following inspection and scope review.
CLM00087,EST0000235,2025-03-17,Carrier,,Initial,13100,10378,718,885,1119,Superseded,Initial carrier estimate following inspection and scope review.
CLM00087,EST0000236,2025-04-01,Roofer,TP00026,Roofer Estimate,12300,10684,1047,74,495,Partially Accepted,Estimate submitted by involved roofer.
CLM00087,EST0000237,2025-05-29,Carrier,TP00026,Revised,14400,10835,1449,725,1391,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00088,EST0000238,2024-06-20,Carrier,,Initial,19100,13837,1420,732,3111,Superseded,Initial carrier estimate following inspection and scope review.
CLM00088,EST0000239,2024-06-27,General Contractor,TP00048,General Contractor Estimate,36300,29884,3808,884,1724,Partially Accepted,Estimate submitted by involved general contractor.
CLM00088,EST0000240,2024-08-08,Carrier,TP00048,Revised,38700,28384,1751,3092,5473,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00089,EST0000241,2022-03-08,Carrier,,Initial,17600,12882,1432,431,2855,Final,Initial carrier estimate following inspection and scope review.
CLM00090,EST0000242,2023-10-19,Carrier,,Initial,43200,32553,3277,1679,5691,Final,Initial carrier estimate following inspection and scope review.
CLM00090,EST0000243,2023-10-29,Plumber,TP00047,Plumber Estimate,53500,46704,2747,662,3387,Under Review,Estimate submitted by involved plumber.
CLM00091,EST0000244,2025-07-03,Carrier,,Initial,88600,68268,5793,44,14495,Superseded,Initial carrier estimate following inspection and scope review.
CLM00091,EST0000245,2025-07-27,Electrician,TP00089,Electrician Estimate,93700,77766,4599,5919,5416,Partially Accepted,Estimate submitted by involved electrician.
CLM00091,EST0000246,2025-07-27,Public Adjuster,TP00068,Public Adjuster Estimate,139100,106958,7640,10891,13611,Partially Accepted,Estimate package submitted by public adjuster.
CLM00091,EST0000247,2025-09-20,Electrician,,Supplement,170400,125031,7570,13525,24274,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00092,EST0000248,2022-11-20,Carrier,,Initial,8000,6839,933,531,0,Final,Initial carrier estimate following inspection and scope review.
CLM00093,EST0000249,2025-05-11,Carrier,,Initial,19400,14744,1596,834,2226,Superseded,Initial carrier estimate following inspection and scope review.
CLM00093,EST0000250,2025-05-28,General Contractor,TP00054,General Contractor Estimate,18300,15067,1019,44,2170,Partially Accepted,Estimate submitted by involved general contractor.
CLM00093,EST0000251,2025-07-24,Carrier,TP00054,Supplement,21700,16050,2005,217,3428,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00094,EST0000252,2024-06-23,Carrier,,Initial,22500,19405,2456,655,0,Final,Initial carrier estimate following inspection and scope review.
CLM00094,EST0000253,2024-07-12,Plumber,TP00047,Plumber Estimate,26100,20118,823,1658,3501,Under Review,Estimate submitted by involved plumber.
CLM00095,EST0000254,2025-05-09,Carrier,,Initial,40300,32827,2739,940,3794,Superseded,Initial carrier estimate following inspection and scope review.
CLM00095,EST0000255,2025-05-18,Roofer,TP00028,Roofer Estimate,52300,41025,4078,364,6833,Partially Accepted,Estimate submitted by involved roofer.
CLM00095,EST0000256,2025-05-18,Public Adjuster,TP00064,Public Adjuster Estimate,52300,46624,1298,2920,1458,Accepted,Estimate package submitted by public adjuster.
CLM00095,EST0000257,2025-06-27,Roofer,TP00028,Supplement,63900,50847,7556,3978,1519,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00096,EST0000258,2024-11-25,Carrier,,Initial,33200,28238,3037,735,1190,Final,Initial carrier estimate following inspection and scope review.
CLM00096,EST0000259,2024-11-22,Roofer,TP00035,Roofer Estimate,36500,31824,2535,213,1928,Under Review,Estimate submitted by involved roofer.
CLM00097,EST0000260,2024-10-27,Carrier,,Initial,38500,29877,941,2710,4972,Superseded,Initial carrier estimate following inspection and scope review.
CLM00097,EST0000261,2024-11-01,Roofer,TP00029,Roofer Estimate,44500,37407,5277,126,1690,Partially Accepted,Estimate submitted by involved roofer.
CLM00097,EST0000262,2024-11-10,Public Adjuster,TP00069,Public Adjuster Estimate,50700,44256,2741,288,3415,Under Review,Estimate package submitted by public adjuster.
CLM00097,EST0000263,2025-01-08,Roofer,TP00029,Revised,54500,45664,6387,1133,1316,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00098,EST0000264,2024-05-14,Carrier,,Initial,10500,8467,771,764,498,Superseded,Initial carrier estimate following inspection and scope review.
CLM00098,EST0000265,2024-05-18,Roofer,TP00035,Roofer Estimate,11300,8136,316,696,2152,Partially Accepted,Estimate submitted by involved roofer.
CLM00099,EST0000266,2025-09-05,Carrier,,Initial,17500,15410,1742,404,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00099,EST0000267,2025-09-13,Plumber,TP00044,Plumber Estimate,23600,17242,1531,1373,3454,Partially Accepted,Estimate submitted by involved plumber.
CLM00099,EST0000268,2025-11-09,General Contractor,TP00044,Supplement,29400,22959,1551,382,4508,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00100,EST0000269,2022-10-15,Carrier,,Initial,37400,31191,1250,2896,2063,Superseded,Initial carrier estimate following inspection and scope review.
CLM00100,EST0000270,2022-10-24,Roofer,TP00027,Roofer Estimate,69900,51118,2994,4022,11766,Partially Accepted,Estimate submitted by involved roofer.
CLM00100,EST0000271,2022-10-22,Public Adjuster,TP00067,Public Adjuster Estimate,45900,41002,1313,1331,2254,Under Review,Estimate package submitted by public adjuster.
CLM00101,EST0000272,2022-05-12,Carrier,,Initial,45000,39803,3667,2475,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00101,EST0000273,2022-05-11,Roofer,TP00029,Roofer Estimate,57500,51618,3316,930,1636,Partially Accepted,Estimate submitted by involved roofer.
CLM00101,EST0000274,2022-07-18,General Contractor,TP00029,Supplement,71600,61568,2262,5363,2407,Under Review,Revised estimate created following scope reconciliation.
CLM00101,EST0000275,2022-06-14,Carrier,TP00029,Revised,77300,56440,8931,2800,9129,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00102,EST0000276,2025-08-16,Carrier,,Initial,38300,32592,1715,1647,2346,Superseded,Initial carrier estimate following inspection and scope review.
CLM00102,EST0000277,2025-08-12,Roofer,TP00037,Roofer Estimate,44300,33665,2831,1409,6395,Partially Accepted,Estimate submitted by involved roofer.
CLM00102,EST0000278,2025-11-09,General Contractor,,Revised,52800,47317,1602,3446,435,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00103,EST0000279,2025-03-22,Carrier,,Initial,12300,9514,1127,507,1152,Superseded,Initial carrier estimate following inspection and scope review.
CLM00103,EST0000280,2025-03-23,Roofer,TP00036,Roofer Estimate,24800,19443,2066,1071,2220,Partially Accepted,Estimate submitted by involved roofer.
CLM00103,EST0000281,2025-04-02,Public Adjuster,TP00064,Public Adjuster Estimate,18700,13717,2155,141,2687,Under Review,Estimate package submitted by public adjuster.
CLM00103,EST0000282,2025-06-25,Roofer,TP00036,Supplement,19300,14053,407,1531,3309,Under Review,Updated estimate following reinspection and documentation review.
CLM00103,EST0000283,2025-05-04,Carrier,TP00036,Supplement,21400,17685,1632,279,1804,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00104,EST0000284,2022-10-13,Carrier,,Initial,55300,41170,5982,3764,4384,Final,Initial carrier estimate following inspection and scope review.
CLM00104,EST0000285,2022-10-21,Roofer,TP00028,Roofer Estimate,51100,43062,3776,2862,1400,Under Review,Estimate submitted by involved roofer.
CLM00105,EST0000286,2025-12-05,Carrier,,Initial,21200,16312,2203,1528,1157,Final,Initial carrier estimate following inspection and scope review.
CLM00105,EST0000287,2025-12-23,General Contractor,TP00050,General Contractor Estimate,27200,20634,1871,1271,3424,Under Review,Estimate submitted by involved general contractor.
CLM00105,EST0000288,2025-12-24,Public Adjuster,TP00070,Public Adjuster Estimate,33600,25659,796,20,7125,Under Review,Estimate package submitted by public adjuster.
CLM00106,EST0000289,2023-04-15,Carrier,,Initial,41700,31104,1583,213,8800,Final,Initial carrier estimate following inspection and scope review.
CLM00107,EST0000290,2025-03-31,Carrier,,Initial,74600,58089,2805,5581,8125,Final,Initial carrier estimate following inspection and scope review.
CLM00107,EST0000291,2025-04-02,Roofer,TP00030,Roofer Estimate,73600,66112,8026,2181,0,Under Review,Estimate submitted by involved roofer.
