claim_id,note_id,note_date,record_type,note_type,author_role,event_type,correspondence_type,sender_type,sender_id,recipient_type,recipient_id,subject,related_third_party_id,note_text
CLM00003,NOTE00000208,2025-07-14 15:45:00,Note,Manager Review,Claims Manager,,,,,,,,,"Escalated file reviewed for unresolved scope, communication and documentation issues."
CLM00003,NOTE00000152,2025-07-15 09:15:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment calculation completed for the currently accepted scope and applicable policy terms.
CLM00003,NOTE00000194,2025-07-19 14:50:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00003,NOTE00000205,2025-07-19 15:00:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00003,NOTE00000198,2025-07-22 11:15:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00003,NOTE00000197,2025-07-28 09:00:00,Correspondence,Third Party,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Documentation follow-up,,Third-party documentation received and added to the electronic claim file.
CLM00003,NOTE00000174,2025-07-29 09:10:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00003,NOTE00000203,2025-07-30 09:30:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00003,NOTE00000202,2025-07-31 13:40:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Third Party,,Claim Adjuster,,Claim status,,Status contact completed with the insured and next steps reviewed.
CLM00003,NOTE00000156,2025-08-04 10:30:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Reinspection or supplemental field review scheduled to address disputed scope items.
CLM00003,NOTE00000171,2025-08-07 10:20:00,Correspondence,Third Party,Claim Adjuster,,Phone Call,Third Party,,Claim Adjuster,,Estimate review,,Third-party documentation received and added to the electronic claim file.
CLM00003,NOTE00000204,2025-08-11 16:15:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00003,NOTE00000184,2025-08-13 13:00:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Claim Adjuster,,Claims Manager,,Documentation follow-up,,Status update provided regarding supplement or reinspection review.
CLM00003,NOTE00000193,2025-08-14 15:10:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00003,NOTE00000207,2025-08-15 17:15:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00003,NOTE00000161,2025-08-16 11:10:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00003,NOTE00000160,2025-08-17 09:05:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00003,NOTE00000206,2025-08-21 16:10:00,Note,Coverage,Senior Adjuster,,,,,,,,,Coverage review diary updated with outstanding documentation and causation items.
CLM00003,NOTE00000157,2025-08-22 12:15:00,Event,Legal,System,Litigation Notice,,,,,,,,Litigation notice received and claim referred to the litigation management workflow.
CLM00003,NOTE00000158,2025-08-28 16:05:00,Note,Legal,Internal Legal,,,,,,,,,"Litigation file opened. Claim chronology, estimates, correspondence, coverage analysis and third-party records compiled for counsel review."
CLM00003,NOTE00000162,2025-08-29 15:05:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00003,NOTE00000159,2025-08-31 16:20:00,Correspondence,Legal,Internal Legal,,Email,Internal Legal,,Attorney,,Litigation file coordination,,Initial litigation coordination completed with assigned counsel. Outstanding discovery and claim-file items identified.
CLM00003,NOTE00000168,2025-09-11 08:00:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Claim Adjuster,,Claims Manager,,Claim status,,Customer provided an update regarding payment status and remaining items.
CLM00003,NOTE00000177,2025-09-14 10:40:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Claim Adjuster,,Claim Adjuster,,Claim status,,Status contact completed with the insured and next steps reviewed.
CLM00003,NOTE00000170,2025-09-23 10:15:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Claim Adjuster,,Claim Adjuster,,Documentation follow-up,,Customer provided an update regarding payment status and remaining items.
CLM00003,NOTE00000180,2025-09-23 17:00:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00003,NOTE00000192,2025-09-24 08:15:00,Note,Manager Review,Claims Manager,,,,,,,,,"Escalated file reviewed for unresolved scope, communication and documentation issues."
CLM00003,NOTE00000166,2025-09-26 12:30:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00003,NOTE00000164,2025-09-30 09:20:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00003,NOTE00000191,2025-09-30 17:20:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00003,NOTE00000176,2025-10-04 09:00:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00003,NOTE00000185,2025-10-06 10:15:00,Correspondence,Third Party,Claim Adjuster,,Phone Call,Customer,,Customer,,Next steps,,Third-party documentation received and added to the electronic claim file.
CLM00003,NOTE00000182,2025-10-12 15:10:00,Note,Manager Review,Claims Manager,,,,,,,,,"Escalated file reviewed for unresolved scope, communication and documentation issues."
CLM00003,NOTE00000175,2025-10-14 11:00:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00003,NOTE00000190,2025-10-18 14:50:00,Note,Manager Review,Claims Manager,,,,,,,,,Claim and litigation status reviewed with legal handling team.
CLM00003,NOTE00000163,2025-10-21 14:15:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00003,NOTE00000172,2025-10-27 14:45:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00003,NOTE00000201,2025-10-27 16:40:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00003,NOTE00000188,2025-10-30 11:15:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Third Party,,Claims Manager,,Next steps,,Customer provided an update regarding payment status and remaining items.
CLM00003,NOTE00000189,2025-11-02 13:20:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00003,NOTE00000210,2025-11-06 12:45:00,Note,Coverage,Senior Adjuster,,,,,,,,,Coverage review diary updated with outstanding documentation and causation items.
CLM00003,NOTE00000165,2025-11-12 13:40:00,Note,Legal,Internal Legal,,,,,,,,,"Litigation management remains active. Counsel coordination, claim-file review and outstanding litigation-related items continue."
CLM00004,NOTE00000211,2023-12-19 08:40:00,Event,Claim Handling,System,FNOL,,,,,,,,Claim opened following notice of vandalism damage at the insured property. Loss date recorded as 2023-12-19.
CLM00004,NOTE00000212,2023-12-19 12:45:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00004,NOTE00000213,2023-12-20 10:10:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Initial contact completed with the insured. Reported damage, inspection process, deductible and next steps were reviewed."
CLM00004,NOTE00000214,2023-12-21 08:10:00,Correspondence,Document Request,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Supporting claim documentation,,Asked the insured to upload supporting photographs and any estimates or emergency repair documentation.
CLM00004,NOTE00000232,2023-12-23 16:20:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00004,NOTE00000220,2023-12-28 12:30:00,Event,Third Party,System,Third Party Added,,,,,,,TP00052,General Contractor added to the claim: Peninsula Property Restoration.
CLM00004,NOTE00000219,2023-12-29 11:15:00,Event,Third Party,System,Third Party Added,,,,,,,TP00057,General Contractor added to the claim: SunCoast General Builders.
CLM00004,NOTE00000234,2023-12-30 08:15:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00004,NOTE00000215,2023-12-30 17:45:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Property inspection scheduled and inspection assignment confirmed.
CLM00004,NOTE00000227,2023-12-31 11:10:00,Event,Third Party,System,Third Party Added,,,,,,,TP00080,Appraiser added to the claim: Atlantic Property Valuation.
CLM00004,NOTE00000223,2023-12-31 16:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00037,Roofer added to the claim: Orange County Roofing Group.
CLM00004,NOTE00000218,2024-01-01 09:20:00,Event,Third Party,System,Third Party Added,,,,,,,TP00085,Inspector added to the claim: Sunstate Property Inspections.
CLM00004,NOTE00000222,2024-01-01 10:30:00,Event,Third Party,System,Third Party Added,,,,,,,TP00088,Emergency Services Provider added to the claim: Coastal Emergency Services.
CLM00004,NOTE00000216,2024-01-01 12:05:00,Event,Inspection,System,Inspection Completed,,,,,,,,"Property inspected. Field adjuster captured photographs, measurements and observed conditions relevant to the vandalism claim."
CLM00004,NOTE00000236,2024-01-01 15:30:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00004,NOTE00000230,2024-01-01 16:10:00,Correspondence,Legal,Claims Manager,,Letter,Attorney,TP00015,Claims Manager,,Letter of representation,TP00015,Counsel submitted notice of representation and requested claim documentation and status information.
CLM00004,NOTE00000221,2024-01-01 16:40:00,Event,Third Party,System,Attorney Added,,,,,,,TP00015,Attorney added to the claim: Florida Home Legal Partners.
CLM00004,NOTE00000217,2024-01-02 11:20:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection file reviewed for completeness. Observed damage and reported mechanism of loss documented for desk review.
CLM00004,NOTE00000233,2024-01-03 17:40:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00004,NOTE00000225,2024-01-04 08:10:00,Event,Third Party,System,Third Party Added,,,,,,,TP00039,Plumber added to the claim: Sunstate Plumbing Services.
CLM00004,NOTE00000228,2024-01-04 10:50:00,Event,Estimate,System,Estimate Created,,,,,,,,"Initial carrier estimate created for approximately $15,700. Current initial reserve is $16,600."
CLM00004,NOTE00000229,2024-01-06 16:30:00,Correspondence,Estimate,Claim Adjuster,,Email,Third Party,TP00057,Claim Adjuster,,Repair estimate,TP00057,Third-party general contractor estimate received and indexed. Adjuster reviewing differences against the carrier scope.
CLM00004,NOTE00000226,2024-01-06 16:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00063,Restoration Company added to the claim: Gulf Coast Recovery Services.
CLM00004,NOTE00000224,2024-01-11 12:40:00,Event,Third Party,System,Third Party Added,,,,,,,TP00099,Mold Remediation added to the claim: Coastal Air Quality Services.
CLM00004,NOTE00000231,2024-01-12 12:20:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00004,NOTE00000235,2024-01-15 11:10:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate and repair-scope review remain active. Carrier and available third-party scope information are being compared before the next claim decision.
CLM00005,NOTE00000237,2024-06-08 09:20:00,Event,Claim Handling,System,FNOL,,,,,,,,First Notice of Loss received for reported theft damage. Date of loss reported as 2024-06-07.
CLM00005,NOTE00000238,2024-06-08 17:10:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00005,NOTE00000239,2024-06-09 08:05:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Reached the insured and confirmed loss details. Explained inspection scheduling, documentation needs and expected claim handling steps."
CLM00005,NOTE00000242,2024-06-09 09:40:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00005,NOTE00000250,2024-06-09 11:00:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00005,NOTE00000245,2024-06-10 09:20:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00005,NOTE00000248,2024-06-10 10:50:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00005,NOTE00000240,2024-06-10 12:00:00,Correspondence,Document Request,Claim Adjuster,,Portal Message,Claim Adjuster,,Customer,,Supporting claim documentation,,"Requested available photographs, invoices, repair proposals and any emergency-service documentation."
CLM00005,NOTE00000244,2024-06-11 13:50:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Claim Adjuster,,Claim Adjuster,,Documentation follow-up,,Status contact completed with the insured and next steps reviewed.
CLM00005,NOTE00000247,2024-06-12 15:20:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Third Party,,Customer,,Next steps,,Status contact completed with the insured and next steps reviewed.
CLM00005,NOTE00000241,2024-06-13 08:05:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Claim Adjuster,,Claims Manager,,Claim status,,Status contact completed with the insured and next steps reviewed.
CLM00005,NOTE00000246,2024-06-13 11:20:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00005,NOTE00000243,2024-06-13 12:20:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00005,NOTE00000249,2024-06-13 16:10:00,Note,Customer Contact,Claim Adjuster,,,,,,,,,Initial contact and documentation gathering remain active. Inspection and further claim development are the next expected handling steps.
